pr001:001	pr001:001	pr001:001	VERSE	Snl␣1:1␣
pr017:017	(4a) 4b	@	-	Ystävä␣
pr017:017	3	@	-	rakastaa␣
pr017:017	1b 2	@	-	ainiaan␣
pr017:017	1a	%case	?	
pr017:017	5a	@	-	ja␣
pr017:017	5b	@	-	veli␣
pr017:017	7	@	-	syntyy␣
pr017:017	-	(@)	-	varaksi␣
pr017:017	6b	@	-	hädässä
pr017:017	6a	%case	LOC	
pr017:017	-	(.)	-	.␣
pr017:018	pr017:018	pr017:018	VERSE	Snl␣17:18␣
pr017:018	3	@	-	Mieltä␣
pr017:018	2	@	-	vailla␣
pr017:018	-	(@)	-	on␣
pr017:018	1	@	-	mies
pr017:018	-	(,)	-	,␣
pr017:018	-	(@)	-	joka␣
pr017:018	5	@	-	kättä␣
pr017:018	4	@	-	lyöpi
pr017:018	-	(,)	-	,␣
pr017:018	-	(@)	-	joka␣
pr017:018	6	@	-	menee␣
pr017:018	9	@	-	toista␣
pr017:018	8a 8b	%case	PTV	
pr017:018	7	@	-	takaamaan
pr017:018	-	(.)	-	.␣
pr017:019	pr017:019	pr017:019	VERSE	Snl␣17:19␣
pr017:019	-	(@)	-	Joka␣
pr017:019	4	@	-	toraa␣
pr017:019	3	@	-	rakastaa
pr017:019	-	(,)	-	,␣
pr017:019	-	(@)	-	se␣
pr017:019	2	@	-	rikkomusta␣
pr017:019	1	@	-	rakastaa
pr017:019	-	(;)	-	;␣
pr017:019	-	(@)	-	joka␣
pr017:019	6	@	-	ovensa␣
pr017:019	5	@	-	korottaa
pr017:019	-	(,)	-	,␣
pr017:019	-	(@)	-	se␣
pr017:019	7	@	-	hankkii␣
pr017:019	8	@	-	kukistumistaan
pr017:019	-	(.)	-	.␣
pr017:020	pr017:020	pr017:020	VERSE	Snl␣17:20␣
pr017:020	1 2	@	-	Väärämielinen␣
pr017:020	3	@	-	ei␣
pr017:020	5	@	-	onnea␣
pr017:020	4	@	-	löydä
pr017:020	-	(,)	-	,␣
pr017:020	6a	@	-	ja␣
pr017:020	6b 7b	@	-	kavalakielinen␣
pr017:020	7a	%case	NOM	
pr017:020	8	@	-	suistuu␣
pr017:020	9b	@	-	onnettomuuteen
pr017:020	9a	%case	LOC	
pr017:020	-	(.)	-	.␣
pr017:021	pr017:021	pr017:021	VERSE	Snl␣17:21␣
pr017:021	2	@	-	Tyhmä␣
pr017:021	-	(@)	-	on␣
pr017:021	3b	@	-	murheeksi␣
pr017:021	3a	%case	TRA	
pr017:021	1	@	-	siittäjällensä
pr017:021	4	%inflection	DER.SG.ALL.-3	
pr017:021	-	(,)	-	,␣
pr017:021	5a	@	-	ja␣
pr017:021	8	@	-	houkan␣
pr017:021	7	@	-	isä␣
pr017:021	-	(@)	-	on␣
pr017:021	6	@	-	iloa␣
pr017:021	5b	@	-	vailla
pr017:021	-	(.)	-	.␣
pr017:022	pr017:022	pr017:022	VERSE	Snl␣17:22␣
pr017:022	3 4	@	-	Terveydeksi␣
pr017:022	-	(@)	-	on␣
pr017:022	2	@	-	iloinen␣
pr017:022	1	@	-	sydän
pr017:022	-	(,)	-	,␣
pr017:022	5a	@	-	mutta␣
pr017:022	6	@	-	murtunut␣
pr017:022	5b	@	-	mieli␣
pr017:022	7	@	-	kuivuttaa␣
pr017:022	8	@	-	luut
pr017:022	-	(.)	-	.␣
pr017:023	pr017:023	pr017:023	VERSE	Snl␣17:23␣
pr017:023	3	@	-	Jumalaton␣
pr017:023	4	@	-	ottaa␣
pr017:023	1	@	-	lahjuksen␣
pr017:023	4	@	-	vastaan␣
pr017:023	-	(@)	-	toisen␣
pr017:023	2b	@	-	povelta␣
pr017:023	2a	%case	LOC	
pr017:023	5b	@	-	vääristääksensä␣
pr017:023	5a	%case	TRA	
pr017:023	7	@	-	oikeuden␣
pr017:023	6	@	-	tiet
pr017:023	-	(.)	-	.␣
pr017:024	pr017:024	pr017:024	VERSE	Snl␣17:24␣
pr017:024	3	@	-	Ymmärtäväisellä␣
pr017:024	-	(@)	-	on␣
pr017:024	4	@	-	viisaus␣
pr017:024	2	@	-	kasvojensa␣
pr017:024	1	@	-	edessä
pr017:024	-	(,)	-	,␣
pr017:024	5a	@	-	mutta␣
pr017:024	6	@	-	tyhmän␣
pr017:024	5b	@	-	silmät␣
pr017:024	-	(@)	-	kiertävät␣
pr017:024	8	@	-	maailman␣
pr017:024	7b	@	-	rantaa
pr017:024	7a	%case	PTV	
pr017:024	-	(.)	-	.␣
pr017:025	pr017:025	pr017:025	VERSE	Snl␣17:25␣
pr017:025	4	@	-	Tyhmä␣
pr017:025	3	@	-	poika␣
pr017:025	-	(@)	-	on␣
pr017:025	2b	@	-	isällensä␣
pr017:025	2a	%case	LOC	
pr017:025	1	@	-	suruksi␣
pr017:025	5a	@	-	ja␣
pr017:025	6b	@	-	synnyttäjällensä␣
pr017:025	6a	%case	LOC	
pr017:025	5b	@	-	mielihaikeaksi
pr017:025	-	(.)	-	.␣
pr017:026	pr017:026	pr017:026	VERSE	Snl␣17:26␣
pr017:026	4 5	@	-	Paha␣
pr017:026	-	(@)	-	jo␣
pr017:026	1	@	-	sekin
pr017:026	-	(,)	-	,␣
pr017:026	-	(@)	-	jos␣
pr017:026	3b	@	-	syytöntä␣
pr017:026	3a	%case	PTV	
pr017:026	2	@	-	sakotetaan
pr017:026	-	(;)	-	;␣
pr017:026	9	@	-	kovin␣
pr017:026	9	@	-	kohtuutonta
pr017:026	8	%case	PTV	
pr017:026	-	(,)	-	,␣
pr017:026	-	(@)	-	jos␣
pr017:026	7	@	-	jaloja␣
pr017:026	6b	@	-	lyödään
pr017:026	6a	%case	?	
pr017:026	-	(.)	-	.␣
pr017:027	pr017:027	pr017:027	VERSE	Snl␣17:27␣
pr017:027	-	(@)	-	Joka␣
pr017:027	1	@	-	hillitsee␣
pr017:027	2	@	-	sanansa
pr017:027	-	(,)	-	,␣
pr017:027	3	@	-	on␣
pr017:027	4	@	-	taitava
pr017:027	-	(,)	-	,␣
pr017:027	5a	@	-	ja␣
pr017:027	7	@	-	mielensä␣
pr017:027	5b	@	-	malttava␣
pr017:027	-	(@)	-	on␣
pr017:027	9	@	-	ymmärtäväinen␣
pr017:027	8	@	-	mies
pr017:027	-	(.)	-	.␣
pr017:028	pr017:028	pr017:028	VERSE	Snl␣17:28␣
pr017:028	2	@	-	Hullukin␣
pr017:028	1	%clitic	kin	
pr017:028	5	@	-	käy␣
pr017:028	4	@	-	viisaasta
pr017:028	-	(,)	-	,␣
pr017:028	-	(@)	-	jos␣
pr017:028	3	@	-	vaiti␣
pr017:028	3	@	-	on
pr017:028	-	(;)	-	;␣
pr017:028	-	(@)	-	joka␣
pr017:028	7	@	-	huulensa␣
pr017:028	6	@	-	sulkee
pr017:028	-	(,)	-	,␣
pr017:028	8	(@)	-	on␣
pr017:028	8	@	-	ymmärtäväinen
pr017:028	-	(.)	-	.␣
pr018:001	pr018:001	pr018:001	VERSE	Snl␣18:1␣
pr018:001	3	@	-	Eriseurainen␣
pr018:001	2	@	-	noudattaa␣
pr018:001	-	(@)	-	omia␣
pr018:001	1b	@	-	pyyteitään
pr018:001	1a	%case	PTV	
pr018:001	-	(;)	-	;␣
pr018:001	4b	@	-	kaikin␣
pr018:001	4a	%case	INS	
pr018:001	5	@	-	neuvoin␣
pr018:001	6	(@)	-	hän␣
pr018:001	6	@	-	riitaa␣
pr018:001	6	@	-	haastaa
pr018:001	-	(.)	-	.␣
pr018:002	pr018:002	pr018:002	VERSE	Snl␣18:2␣
pr018:002	3	@	-	Tyhmän␣
pr018:002	2	@	-	halu␣
pr018:002	1	@	-	ei␣
pr018:002	2	@	-	ole␣
pr018:002	4b	@	-	ymmärrykseen
pr018:002	4a	%case	LOC	
pr018:002	-	(,)	-	,␣
pr018:002	5 6	@	-	vaan␣
pr018:002	7b	@	-	tuomaan␣
pr018:002	7a	%case	LOC	
pr018:002	7b	@	-	julki␣
pr018:002	pers%8	@	-	oma␣
pr018:002	8	@	-	mielensä
pr018:002	-	(.)	-	.␣
pr018:003	pr018:003	pr018:003	VERSE	Snl␣18:3␣
pr018:003	1a	@	-	Kunne␣
pr018:003	2	@	-	jumalaton␣
pr018:003	1b	@	-	tulee
pr018:003	-	(,)	-	,␣
pr018:003	3	@	-	tulee␣
pr018:003	5	@	-	ylenkatsekin
pr018:003	4	%clitic	kin	
pr018:003	-	(,)	-	,␣
pr018:003	6a	@	-	ja␣
pr018:003	7	@	-	häpeällisen␣
pr018:003	7	@	-	menon␣
pr018:003	6b	@	-	mukana␣
pr018:003	8	@	-	häväistys
pr018:003	-	(.)	-	.␣
pr018:004	pr018:004	pr018:004	VERSE	Snl␣18:4␣
pr018:004	2	@	-	Syviä␣
pr018:004	1	@	-	vesiä␣
pr018:004	-	(@)	-	ovat␣
pr018:004	3	@	-	sanat␣
pr018:004	5	@	-	miehen␣
pr018:004	4	@	-	suusta
pr018:004	-	(,)	-	,␣
pr018:004	-	(@)	-	ovat␣
pr018:004	7	@	-	virtaava␣
pr018:004	6	@	-	puro␣
pr018:004	-	(@)	-	ja␣
pr018:004	9	@	-	viisauden␣
pr018:004	8	@	-	lähde
pr018:004	-	(.)	-	.␣
pr018:005	pr018:005	pr018:005	VERSE	Snl␣18:5␣
pr018:005	4	@	-	Ei␣
pr018:005	-	(@)	-	ole␣
pr018:005	5	@	-	hyvä␣
pr018:005	1 2	@	-	pitää␣
pr018:005	3	@	-	syyllisen␣
pr018:005	1 2	@	-	puolta␣
pr018:005	-	(@)	-	ja␣
pr018:005	6b	@	-	vääräksi␣
pr018:005	6a	%case	TRA	
pr018:005	6b	@	-	vääntää␣
pr018:005	7	@	-	syyttömän␣
pr018:005	-	(@)	-	asiaa␣
pr018:005	8b	@	-	oikeudessa
pr018:005	8a	%case	LOC	
pr018:005	-	(.)	-	.␣
pr018:006	pr018:006	pr018:006	VERSE	Snl␣18:6␣
pr018:006	2	@	-	Tyhmän␣
pr018:006	1	@	-	huulet␣
pr018:006	3	@	-	tuovat␣
pr018:006	-	(@)	-	mukanaan␣
pr018:006	4b	@	-	riidan
pr018:006	4a	%case	GEN	
pr018:006	-	(,)	-	,␣
pr018:006	5a	@	-	ja␣
pr018:006	pers%5b	@	-	hänen␣
pr018:006	5b	@	-	suunsa␣
pr018:006	7	@	-	kutsuu␣
pr018:006	6b	@	-	lyöntejä
pr018:006	6a	%case	PTV	
pr018:006	-	(.)	-	.␣
pr018:007	pr018:007	pr018:007	VERSE	Snl␣18:7␣
pr018:007	-	(@)	-	Oma␣
pr018:007	1	@	-	suu␣
pr018:007	-	(@)	-	on␣
pr018:007	2	@	-	tyhmälle␣
pr018:007	3	@	-	turmioksi␣
pr018:007	(4)	-	UNTRANSLATED	
pr018:007	5a	@	-	ja␣
pr018:007	pers%5b	@	-	omat␣
pr018:007	5b	@	-	huulet␣
pr018:007	6	@	-	ansaksi␣
pr018:007	pers%7	@	-	hänelle␣
pr018:007	7	@	-	itselleen
pr018:007	-	(.)	-	.␣
pr018:008	pr018:008	pr018:008	VERSE	Snl␣18:8␣
pr018:008	2	@	-	Panettelijan␣
pr018:008	1	@	-	puheet␣
pr018:008	-	(@)	-	ovat␣
pr018:008	3a	@	-	kuin␣
pr018:008	3b	@	-	herkkupalat␣
pr018:008	4a	@	-	ja␣
pr018:008	(4b)	-	UNTRANSLATED	
pr018:008	5	@	-	painuvat␣
pr018:008	7	@	-	sisusten␣
pr018:008	6	@	-	kammioihin␣
pr018:008	-	(@)	-	asti
pr018:008	-	(.)	-	.␣
pr018:009	pr018:009	pr018:009	VERSE	Snl␣18:9␣
pr018:009	1	@	-	Joka␣
pr018:009	-	(@)	-	on␣
pr018:009	2	@	-	veltto␣
pr018:009	3b	@	-	toimessansa
pr018:009	3a	%case	LOC	
pr018:009	-	(,)	-	,␣
pr018:009	5	@	-	se␣
pr018:009	-	(@)	-	on␣
pr018:009	-	(@)	-	jo␣
pr018:009	6b 7	@	-	tuhontekijän␣
pr018:009	6a	%case	GEN	
pr018:009	4	@	-	veli
pr018:009	-	(.)	-	.␣
pr018:010	pr018:010	pr018:010	VERSE	Snl␣18:10␣
pr018:010	4	@	-	Herran␣
pr018:010	3	@	-	nimi␣
pr018:010	-	(@)	-	on␣
pr018:010	2	@	-	vahva␣
pr018:010	1	@	-	torni
pr018:010	-	(;)	-	;␣
pr018:010	7	@	-	hurskas␣
pr018:010	6	@	-	juoksee␣
pr018:010	5	@	-	sinne␣
pr018:010	8a	@	-	ja␣
pr018:010	8b	@	-	saa␣
pr018:010	8b	@	-	turvan
pr018:010	-	(.)	-	.␣
pr018:011	pr018:011	pr018:011	VERSE	Snl␣18:11␣
pr018:011	2	@	-	Rikkaan␣
pr018:011	1	@	-	tavara␣
pr018:011	-	(@)	-	on␣
pr018:011	pers%4	@	-	hänen␣
pr018:011	4	@	-	vahva␣
pr018:011	3	@	-	kaupunkinsa
pr018:011	-	(,)	-	,␣
pr018:011	5a	@	-	ja␣
pr018:011	6	@	-	korkean␣
pr018:011	5c	@	-	muurin␣
pr018:011	5b	@	-	kaltainen␣
pr018:011	pers%7b	@	-	hänen␣
pr018:011	7b	@	-	kuvitteluissaan
pr018:011	7a	%case	LOC	
pr018:011	-	(.)	-	.␣
pr018:012	pr018:012	pr018:012	VERSE	Snl␣18:12␣
pr018:012	2	@	-	Kukistumisen␣
pr018:012	1a 1b	@	-	edellä␣
pr018:012	5	@	-	miehen␣
pr018:012	4	@	-	sydän␣
pr018:012	3	@	-	ylpistyy
pr018:012	-	(,)	-	,␣
pr018:012	6a	@	-	mutta␣
pr018:012	7	@	-	kunnian␣
pr018:012	6b 6c	@	-	edellä␣
pr018:012	-	(@)	-	käy␣
pr018:012	8	@	-	nöyryys
pr018:012	-	(.)	-	.␣
pr018:013	pr018:013	pr018:013	VERSE	Snl␣18:13␣
pr018:013	-	(@)	-	Jos␣
pr018:013	-	(@)	-	kuka␣
pr018:013	1 2	@	-	vastaa
pr018:013	-	(,)	-	,␣
pr018:013	3a 3b	@	-	ennenkuin␣
pr018:013	4	(@)	-	on␣
pr018:013	4	@	-	kuullut
pr018:013	-	(,)	-	,␣
pr018:013	-	(@)	-	on␣
pr018:013	6	@	-	se␣
pr018:013	5	@	-	hulluutta␣
pr018:013	-	(@)	-	ja␣
pr018:013	-	(@)	-	koituu␣
pr018:013	7	@	-	hänelle␣
pr018:013	8b	@	-	häpeäksi
pr018:013	8a	%case	TRA	
pr018:013	-	(.)	-	.␣
pr018:014	pr018:014	pr018:014	VERSE	Snl␣18:14␣
pr018:014	2	@	-	Miehekäs␣
pr018:014	1	@	-	mieli␣
pr018:014	3	@	-	pitää␣
pr018:014	4	@	-	sairaankin␣
pr018:014	3	@	-	pystyssä
pr018:014	-	(,)	-	,␣
pr018:014	5a	@	-	mutta␣
pr018:014	7	@	-	kuka␣
pr018:014	8	(@)	-	voi␣
pr018:014	8	@	-	kantaa␣
pr018:014	6	@	-	murtunutta␣
pr018:014	5b	@	-	mieltä
pr018:014	-	(?)	-	?␣
pr018:015	pr018:015	pr018:015	VERSE	Snl␣18:15␣
pr018:015	4	@	-	Tietoa␣
pr018:015	3	@	-	hankkii␣
pr018:015	2	@	-	ymmärtäväisen␣
pr018:015	1	@	-	sydän
pr018:015	(5a)	-	UNTRANSLATED	
pr018:015	-	(,)	-	,␣
pr018:015	8	@	-	tietoa␣
pr018:015	7	@	-	etsii␣
pr018:015	6	@	-	viisasten␣
pr018:015	5b	@	-	korva
pr018:015	-	(.)	-	.␣
pr018:016	pr018:016	pr018:016	VERSE	Snl␣18:16␣
pr018:016	1	@	-	Lahja␣
pr018:016	3	@	-	avartaa␣
pr018:016	3	(@)	-	alat␣
pr018:016	2	@	-	ihmiselle␣
pr018:016	(4)	-	UNTRANSLATED	
pr018:016	5a	@	-	ja␣
pr018:016	7	@	-	vie␣
pr018:016	pers%7	@	-	hänet␣
pr018:016	6	@	-	isoisten␣
pr018:016	5b 5c	@	-	pariin
pr018:016	-	(.)	-	.␣
pr018:017	pr018:017	pr018:017	VERSE	Snl␣18:17␣
pr018:017	3b	@	-	Käräjissä␣
pr018:017	3a	%case	LOC	
pr018:017	-	(@)	-	on␣
pr018:017	-	(@)	-	kukin␣
pr018:017	(2a) 2b	@	-	ensiksi␣
pr018:017	1	@	-	oikeassa
pr018:017	-	(,)	-	,␣
pr018:017	5a	@	-	mutta␣
pr018:017	-	(@)	-	sitten␣
pr018:017	5b	@	-	tulee␣
pr018:017	pers%6	@	-	hänen␣
pr018:017	6	@	-	riitapuolensa␣
pr018:017	7a	@	-	ja␣
pr018:017	7b	@	-	ottaa␣
pr018:017	pers%7b	@	-	hänestä␣
pr018:017	7b	@	-	selvän
pr018:017	-	(.)	-	.␣
pr018:018	pr018:018	pr018:018	VERSE	Snl␣18:18␣
pr018:018	(3a) 3b	@	-	Arpa␣
pr018:018	1	@	-	riidat␣
pr018:018	2	@	-	asettaa␣
pr018:018	4a	@	-	ja␣
pr018:018	6	@	-	ratkaisee␣
pr018:018	5	@	-	väkevien␣
pr018:018	4b	@	-	välit
pr018:018	-	(.)	-	.␣
pr018:019	pr018:019	pr018:019	VERSE	Snl␣18:19␣
pr018:019	2	@	-	Petetty␣
pr018:019	1	@	-	veli␣
pr018:019	-	(@)	-	on␣
pr018:019	-	(@)	-	vaikeampi␣
pr018:019	-	(@)	-	voittaa␣
pr018:019	3a	@	-	kuin␣
pr018:019	4	@	-	vahva␣
pr018:019	3b	@	-	kaupunki
pr018:019	-	(,)	-	,␣
pr018:019	6a	@	-	ja␣
pr018:019	6b	@	-	riidat␣
pr018:019	-	(@)	-	ovat␣
pr018:019	7a	@	-	kuin␣
pr018:019	8	@	-	linnan␣
pr018:019	7b	@	-	salvat
pr018:019	-	(.)	-	.␣
pr018:020	pr018:020	pr018:020	VERSE	Snl␣18:20␣
pr018:020	2	@	-	Suunsa␣
pr018:020	1b	@	-	hedelmästä␣
pr018:020	1a	%case	LOC	
pr018:020	4	@	-	saa␣
pr018:020	3	@	-	mies␣
pr018:020	5	@	-	vatsansa␣
pr018:020	4	@	-	kylläiseksi
pr018:020	-	(,)	-	,␣
pr018:020	8	@	-	saa␣
pr018:020	8	@	-	kyllikseen␣
pr018:020	7	@	-	huultensa␣
pr018:020	6	@	-	satoa
pr018:020	-	(.)	-	.␣
pr018:021	pr018:021	pr018:021	VERSE	Snl␣18:21␣
pr018:021	4	@	-	Kielellä␣
pr018:021	-	(@)	-	on␣
pr018:021	3b	@	-	vallassansa␣
pr018:021	3a	%case	LOC	
pr018:021	1	@	-	kuolema␣
pr018:021	2a	@	-	ja␣
pr018:021	2b	@	-	elämä
pr018:021	-	(:)	-	:␣
pr018:021	5a	@	-	jotka␣
pr018:021	pers%5b	@	-	sitä␣
pr018:021	5b	@	-	rakastavat
pr018:021	-	(,)	-	,␣
pr018:021	6	(@)	-	saavat␣
pr018:021	6	@	-	syödä␣
pr018:021	pers%7	@	-	sen␣
pr018:021	7	@	-	hedelmää
pr018:021	-	(.)	-	.␣
pr018:022	pr018:022	pr018:022	VERSE	Snl␣18:22␣
pr018:022	-	(@)	-	Joka␣
pr018:022	2	@	-	vaimon␣
pr018:022	1	@	-	löysi
pr018:022	-	(,)	-	,␣
pr018:022	3	(@)	-	se␣
pr018:022	4	@	-	onnen␣
pr018:022	3	@	-	löysi
pr018:022	(5a)	-	UNTRANSLATED	
pr018:022	-	(,)	-	,␣
pr018:022	5b	@	-	sai␣
pr018:022	7b	@	-	Herralta␣
pr018:022	7a	%case	LOC	
pr018:022	6	@	-	mielisuosion
pr018:022	-	(.)	-	.␣
pr018:023	pr018:023	pr018:023	VERSE	Snl␣18:23␣
pr018:023	3	@	-	Köyhä␣
pr018:023	2	@	-	puhuu␣
pr018:023	1	@	-	pyydellen
pr018:023	-	(,)	-	,␣
pr018:023	4a	@	-	mutta␣
pr018:023	4b	@	-	rikas␣
pr018:023	5	@	-	vastaa␣
pr018:023	6	@	-	tylysti
pr018:023	-	(.)	-	.␣
pr018:024	pr018:024	pr018:024	VERSE	Snl␣18:24␣
pr018:024	3b	@	-	Häviökseen␣
pr018:024	3a	%case	TRA	
pr018:024	1	@	-	mies␣
pr018:024	-	(@)	-	on␣
pr018:024	2	(@)	-	monien␣
pr018:024	2	@	-	ystävä
pr018:024	-	(,)	-	,␣
pr018:024	4a	@	-	mutta␣
pr018:024	4b	@	-	on␣
pr018:024	-	(@)	-	myös␣
pr018:024	5	@	-	ystäviä
pr018:024	-	(,)	-	,␣
pr018:024	7b	@	-	veljiäkin␣
pr018:024	7a	%case	PTV	
pr018:024	6	@	-	uskollisempia
pr018:024	-	(.)	-	.␣
pr019:001	pr019:001	pr019:001	VERSE	Snl␣19:1␣
pr019:001	1	@	-	Parempi␣
pr019:001	-	(@)	-	on␣
pr019:001	2	@	-	köyhä
pr019:001	-	(,)	-	,␣
pr019:001	-	(@)	-	joka␣
pr019:001	4b	@	-	nuhteettomasti␣
pr019:001	4a	%case	MAN	
pr019:001	3	@	-	vaeltaa
pr019:001	-	(,)	-	,␣
pr019:001	5a	@	-	kuin␣
pr019:001	6	@	-	huuliltansa␣
pr019:001	5b	@	-	nurja
pr019:001	-	(,)	-	,␣
pr019:001	-	(@)	-	joka␣
pr019:001	7b	@	-	on␣
pr019:001	7a	@	-	vielä␣
pr019:001	8	@	-	tyhmäkin
pr019:001	-	(.)	-	.␣
pr019:002	pr019:002	pr019:002	VERSE	Snl␣19:2␣
pr019:002	2b	@	-	Ilman␣
pr019:002	2a	%case	?	
pr019:002	3	@	-	taitoa␣
pr019:002	5	@	-	ei␣
pr019:002	-	(@)	-	ole␣
pr019:002	4	@	-	intokaan␣
pr019:002	1	%clitic	kAAn	
pr019:002	6	@	-	hyväksi
pr019:002	-	(,)	-	,␣
pr019:002	7a	@	-	ja␣
pr019:002	7b	@	-	kiirehtivän␣
pr019:002	8b	@	-	jalka␣
pr019:002	8a	%case	NOM	
pr019:002	9	@	-	astuu␣
pr019:002	9	@	-	harhaan
pr019:002	-	(.)	-	.␣
pr019:003	pr019:003	pr019:003	VERSE	Snl␣19:3␣
pr019:003	2	@	-	Ihmisen␣
pr019:003	-	(@)	-	oma␣
pr019:003	1	@	-	hulluus␣
pr019:003	3	@	-	turmelee␣
pr019:003	pers%4	@	-	hänen␣
pr019:003	4	@	-	tiensä
pr019:003	-	(,)	-	,␣
pr019:003	5a	@	-	mutta␣
pr019:003	6	@	-	Herralle␣
pr019:003	5b	%case	LOC	
pr019:003	7	(@)	-	hän␣
pr019:003	7	@	-	sydämessään␣
pr019:003	8	@	-	vihoittelee
pr019:003	-	(.)	-	.␣
pr019:004	pr019:004	pr019:004	VERSE	Snl␣19:4␣
pr019:004	1	@	-	Tavara␣
pr019:004	2	@	-	tuo␣
pr019:004	3	@	-	ystäviä␣
pr019:004	4	@	-	paljon
pr019:004	-	(,)	-	,␣
pr019:004	5a	@	-	mutta␣
pr019:004	5b	@	-	vaivainen␣
pr019:004	7	@	-	joutuu␣
pr019:004	6b	@	-	ystävästänsä␣
pr019:004	6a	%case	LOC	
pr019:004	7	@	-	eroon
pr019:004	-	(.)	-	.␣
pr019:005	pr019:005	pr019:005	VERSE	Snl␣19:5␣
pr019:005	2	@	-	Väärä␣
pr019:005	1	@	-	todistaja␣
pr019:005	3	@	-	ei␣
pr019:005	4	@	-	jää␣
pr019:005	4	@	-	rankaisematta
pr019:005	-	(,)	-	,␣
pr019:005	5a	@	-	ja␣
pr019:005	-	(@)	-	joka␣
pr019:005	6	@	-	valheita␣
pr019:005	5b	@	-	puhuu
pr019:005	-	(,)	-	,␣
pr019:005	8	(@)	-	se␣
pr019:005	7	@	-	ei␣
pr019:005	8	@	-	pelastu
pr019:005	-	(.)	-	.␣
pr019:006	pr019:006	pr019:006	VERSE	Snl␣19:6␣
pr019:006	1	@	-	Monet␣
pr019:006	2	@	-	etsivät␣
pr019:006	4	@	-	ylhäisen␣
pr019:006	3	@	-	suosiota
pr019:006	-	(,)	-	,␣
pr019:006	5a	@	-	ja␣
pr019:006	5b	@	-	kaikki␣
pr019:006	-	(@)	-	ovat␣
pr019:006	8	@	-	anteliaan␣
pr019:006	7a 7b	%case	GEN	
pr019:006	(6a) 6b	@	-	ystäviä
pr019:006	-	(.)	-	.␣
pr019:007	pr019:007	pr019:007	VERSE	Snl␣19:7␣
pr019:007	3	@	-	Köyhä␣
pr019:007	4	(@)	-	on␣
pr019:007	1	@	-	kaikkien␣
pr019:007	2	@	-	veljiensä␣
pr019:007	4	@	-	vihattu
pr019:007	-	(,)	-	,␣
pr019:007	5 6	@	-	vielä␣
pr019:007	8	@	-	vierotumpi␣
pr019:007	9	%inflection	ADJ.PSS.PCP2.CMP.SG.NOM	
pr019:007	7	@	-	ystävilleen
pr019:007	-	(.)	-	.␣
pr019:007	12 14	@	-	Tyhjiä␣
pr019:007	11	@	-	sanoja␣
pr019:007	10	(@)	-	hän␣
pr019:007	10	(@)	-	saa␣
pr019:007	10	@	-	tavoitella
pr019:007	-	(.)	-	.␣
pr019:008	pr019:008	pr019:008	VERSE	Snl␣19:8␣
pr019:008	-	(@)	-	Joka␣
pr019:008	2	@	-	mieltä␣
pr019:008	1	@	-	hankkii
pr019:008	-	(,)	-	,␣
pr019:008	3	(@)	-	se␣
pr019:008	4	@	-	sieluansa␣
pr019:008	3	@	-	rakastaa
pr019:008	-	(;)	-	;␣
pr019:008	-	(@)	-	joka␣
pr019:008	6	@	-	ymmärryksen␣
pr019:008	5	@	-	säilyttää
pr019:008	-	(,)	-	,␣
pr019:008	7b	(@)	-	se␣
pr019:008	8	@	-	onnen␣
pr019:008	7b	@	-	löytää
pr019:008	7a	%case	?	
pr019:008	-	(.)	-	.␣
pr019:009	pr019:009	pr019:009	VERSE	Snl␣19:9␣
pr019:009	2	@	-	Väärä␣
pr019:009	1	@	-	todistaja␣
pr019:009	3	@	-	ei␣
pr019:009	4	@	-	jää␣
pr019:009	4	@	-	rankaisematta
pr019:009	-	(,)	-	,␣
pr019:009	5a	@	-	ja␣
pr019:009	-	(@)	-	joka␣
pr019:009	6	@	-	valheita␣
pr019:009	5b	@	-	puhuu
pr019:009	-	(,)	-	,␣
pr019:009	7	(@)	-	se␣
pr019:009	7	@	-	hukkuu
pr019:009	-	(.)	-	.␣
pr019:010	pr019:010	pr019:010	VERSE	Snl␣19:10␣
pr019:010	1	@	-	Ei␣
pr019:010	2	@	-	sovi␣
pr019:010	3b	@	-	tyhmälle␣
pr019:010	3a	%case	LOC	
pr019:010	4	@	-	hyvät␣
pr019:010	4	@	-	päivät
pr019:010	-	(,)	-	,␣
pr019:010	5 6	@	-	saati␣
pr019:010	5 6	@	-	sitten␣
pr019:010	7b	@	-	palvelijalle␣
pr019:010	7a	%case	LOC	
pr019:010	8	@	-	hallita␣
pr019:010	9b	@	-	ruhtinaita
pr019:010	9a	%case	PTV	
pr019:010	-	(.)	-	.␣
pr019:011	pr019:011	pr019:011	VERSE	Snl␣19:11␣
pr019:011	1	@	-	Ymmärrys␣
pr019:011	3 4	@	-	tekee␣
pr019:011	2	@	-	ihmisen␣
pr019:011	3 4	@	-	pitkämieliseksi
pr019:011	-	(,)	-	,␣
pr019:011	5a	@	-	ja␣
pr019:011	pers%5b	@	-	hänen␣
pr019:011	5b	@	-	kunniansa␣
pr019:011	-	(@)	-	on␣
pr019:011	6	@	-	antaa␣
pr019:011	8	@	-	rikos␣
pr019:011	7	%case	NOM	
pr019:011	6	@	-	anteeksi
pr019:011	-	(.)	-	.␣
pr019:012	pr019:012	pr019:012	VERSE	Snl␣19:12␣
pr019:012	4	@	-	Kuninkaan␣
pr019:012	3	@	-	viha␣
pr019:012	-	(@)	-	on␣
pr019:012	2a	@	-	kuin␣
